ID;TEXTURE;TPBUS;FAMILY;TYPOLOGY;INDUSTRIAL;DESCRIPTOR;MARKETING_NAME;ACTIVES;SPF;FREE_FROM;PACKAGING;SEL;EVENT;COLLECTION;TXT_REPLACE;FORMULATOR;ST_STABILITY;ST_COMPATIBILITY;STAB_BEG_DATE;STAB_END_DATE;COMP_T_BEG_DATE;COMP_T_END_DATE;EFFICACY_TEST;PANEL_TEST;ROW_MAT_SHORTAGE;EXCLUSIVITY;ESCL_CUST;FILLING_TIP;EFF_ACTIVES;VEGAN;MARKETABLE_BULK;ADR;SEMAFORO_INDUSTRIALIZZAZIONE;NATURALITY;RANGE;ST_SAMPLING;ST_SAMPLING_STOCK;ST_SAFETY_TEST;ST_IMERYS_TALC;SEMAFOTO_TALCO_COST;PLANT;ESTIM_REAL_FORM_DATE;ESTIM_TECN_TRANS_DATE;TXT_ATL;SEMAFORO_TEC_TRANSFER;CONSUMER_CLUSTER;LOW_VALUE;MEDIUM_VALUE;HIGH_VALUE
1380;PR074;M;CONCEALER;STICK;ANHYDROUS (HOT POURED IN MOULD);BLURRING | LONG LASTING | MAT;THE ALLY;Functional powder, Zeolite, Cupuacu butter;;D5 | FRAGRANCE | PRESERVATIVES;;H;Chromaville 2017 | Cosmoprof 2020 | MakeUp in New York 2018;Black Panther | Trend - Arty-Fact;;Valentina Pinto;G;G;10-MAR-17;12-GIU-17;10-MAR-17;12-GIU-17;N;;;;;;N;Y;;;G;;;O;G;G;G;;Italy;;;N;G;;18,3;21,76;31,2
2067;LP567;M;LIPSTICK;STICK;ANHYDROUS;CREAMY;Lipstick;;;;;H;;;;;G;G;25-MAG-22;25-MAG-22;25-MAG-22;25-MAG-22;;;;;;;;;;;G;;;;;G;G;;Italy;;;N;G;;33,45;48,56;57,78
1952;EM609;M;FOUNDATION;HOT POURED | POWDER TO CREAM;EMULSION (HOT POURED IN PACK);;ESSENSE;Skin Identical Carbohydrate Complex (functional 1%);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PHTHALATES | SLS | TALC;;O;Cosmoprof 2021 | MakeUp in New York 2023;Editorial Renaissance | New State of Matter;;;G;G;09-SET-21;09-DIC-21;09-SET-21;09-DIC-21;;;;;;POURING;;Y;;;G;;;;;G;G;;Italy;30-APR-23;;N;G;;24,68;26,47;28,31
1955;MA507;M;MASCARA;FLUID/ LIQUID | MOUSSE;EMULSION (LIQUID TO CREAM);COLOURED | CREAMY | LONG LASTING;POMADE MASCARA;Hybiscus extract, for smoothness and hydration;;PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | SILICONES | SLS;;H;Cosmoprof 2021 | Cosmoprof 2022;New State of Matter;;;G;G;05-AGO-21;05-AGO-21;05-AGO-21;05-AGO-21;;;;;;LIQUID FILLING;N;Y;;;G;;;;;G;G;;Italy;;;N;G;;10,88;0;12,08
2158;MA634;M;MASCARA;FLUO;GEL (WATER BASED);COLOURED;CHAMELEON;;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | SILICONES | SLS | TALC;Flaconette Airtight: No;H;Cosmoprof 2023;After Dark;;;G;G;04-APR-23;23-MAG-23;04-APR-23;14-GIU-23;;;;;;;N;Y;;;;;;;;G;;;Vitre;15-GIU-23;;N;G;;52,36;0;55,48
2083;PR277;M;FOUNDATION;HOT POURED;ANHYDROUS (HOT POURED IN PACK);GLOSSY / SHINY | LONG LASTING | LUMINOUS / RADIANT | TALC FREE;RIVIERA;See notes;;OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;trousse;O;Cosmoprof 2023 | MakeUp in Paris 2022;Unbelivebold | Wet Illusion;;;G;G;20-LUG-22;20-LUG-22;20-LUG-22;12-SET-22;;;N;;;POURING;Y;Y;;;O;;;;;G;G;;Vitre;30-SET-23;;N;G;Beautopians | Hero Believers | Solution Focused;27,32;30,02;31,85
1963;EM690;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);BLURRING | MAT;DREAM CHASER;Matcha Tree, Vitamin E;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | SLS | TALC;;H;MakeUp in Paris 2021;Skinware;;;G;R;15-LUG-21;15-OTT-21;12-LUG-21;12-OTT-21;;;;;;;N;Y;;;;;;;;R;G;;Italy;30-GIU-23;;N;R;;25,31;28,08;31,02
1969;PW390;M;BLUSH | BRONZER | FACE POWDER | FOUNDATION;GODET;COMPACT POWDER;BLURRING | CREAMY | FROST / PEARLY / SATIN | MAT;SKIN CRUSH;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;O;MakeUp in New York 2024 | MakeUp in Paris 2021;Skinware;;;G;G;26-MAG-21;26-AGO-21;26-MAG-21;26-AGO-21;N;Y;;;;PRESSING;Y;Y;;;G;;;G;G;G;;;Italy;;;N;G;Beautopians | Beauty&Ethics | Essentials;17,77;19,81;21,31
1977;EP003;M;HIGHLIGHTER;SPECIAL;HYBRID;GLITTER-RING / DIAMOND / SPARKLING | LONG LASTING | SATIN/PEARLY | TALC FREE | VERSATILE;TACT-LIGHT HIGHLIGHTER;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PERFUMES | PHTHALATES | SILICONES | SLS | TALC;airtight is required;H;Cosmoprof 2021 | MakeUp in Paris 2021;A Toast to;;;R;R;;;;;;;;;;;N;Y;;;;;;;;O;;;Italy;;;N;R;;23,45;41,45;41,88
1999;PW371;M;EYESHADOW;GODET;COMPACT POWDER;CREAMY | METALLIC;EYENEXPECTED;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHTHALATES | SLS | TALC;Compact trousse;O;MakeUp in New York 2021 | MakeUp in Paris 2022;New Vibes | Water Rhapsody;;;G;G;14-GEN-22;14-GEN-22;14-GEN-22;14-GEN-22;;;;;;PRESSING;N;Y;;;G;;;;;G;;;Italy;;;N;G;Beautopians;16,69;25,71;102,94
2202;MA637;M;EYESHADOW;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);;SKYLINE;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SLS | TALC;;O;Cosmoprof 2025 | MakeUp in New York 2023;Powerformace;;;G;G;06-LUG-23;06-OTT-23;13-LUG-23;13-OTT-23;N;Y;;;;LIQUID FILLING;N;Y;N;;G;;;;;G;;;Italy;27-OTT-23;;N;G;Beautopians | Beauty&Ethics | Hero Believers;41,43;50,44;83,32
2007;EM725;M;FIXER / SETTING | PRIMER;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);BLURRING | MAT;LULLABY;VITAMIN E(fun 0.5), Licorice Ext (1%), Olive Extr (fun 1%), Natural BIopolymer (0,5%);;MINERAL OIL | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;H;MakeUp in New York 2021;Rich Simplicity;;;G;G;14-APR-22;14-APR-22;14-APR-22;30-NOV-22;;;;;;;Y;Y;;;G;;;;;G;G;;Vitre;30-NOV-22;;N;G;;30,91;0;0
1767;LP490;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);CREAMY | GLOSSY / SHINY | LONG LASTING;LIP EMPOWER;Advanced Shield Net: Natural lip filler (funct.2%), Blue Light and Urban Envr. (funct.1%);;MINERAL OIL | PARAFFIN | PEG | SILICONES;Stick;O;MakeUp in New York 2019;Protaction;;;G;G;04-OTT-19;03-GEN-20;04-OTT-19;03-GEN-20;Y;;;;;LIPSTICK POURING SOFT;Y;Y;;;G;;;O;G;G;G;;Italy;;;N;G;Beauty&Ethics | Essentials | Solution Focused;26,11;27,61;34,42
2160;PW484;M;HIGHLIGHTER;VISUAL;COMPACT POWDER;GLOSSY / SHINY;SOLAR POWDER;;;FRAGRANCE | MINERAL OIL | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES;Compact;O;Cosmoprof 2023;;;;G;G;04-MAG-23;04-MAG-23;04-MAG-23;04-MAG-23;;;;;;PRESSING;N;Y;;;G;;;;;G;;;Italy;03-LUG-23;;N;G;Essentials;28,39;28,54;36,68
1416;MA299;M;EYESHADOW;FLUID/ LIQUID;GEL (WATER BASED);GLITTER-RING / DIAMOND / SPARKLING | LONG LASTING | NO TRANSFER;STARLIGHT;Upon request it is possible to introduce specific active principles;;D5 | FRAGRANCE | PARABENS | T.E.A.;Flaconette. Airtight packaging required;H;Cosmoprof Asia 2017 | MakeUp in New York 2017;Glitter Alchemy;;Elisa Gerbaudo;G;G;23-APR-18;23-LUG-18;12-APR-18;12-OTT-18;N;;;;;;N;;;;G;;;O;G;G;G;;Italy;;;N;G;;29,09;33,08;45,74
1302;PR081;M;FOUNDATION;BOUNCY;ANHYDROUS;BLURRING | LAQUER / VYNIL | MAT | SPECIAL TOUCH;PLAY WITH ME!;Upon request it is possible to introduce specific active principles;;D5 | FRAGRANCE | PARABENS;Compact ø 59;H;Fall-Winter 2017-2018;;;Valentina Pinto;R;R;20-SET-16;18-MAG-18;20-SET-16;18-MAG-18;;;;;;;;;;;R;;;O;G;O;R;;Italy;;;N;R;;;;
2287;PR341;M;FOUNDATION;GODET | HOT POURED;ANHYDROUS (HOT POURED IN PACK);NATURAL;ATMOSFERA;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Makeup in Paris 2024;Quantum;;;G;G;;19-GIU-24;;16-OTT-24;;;;;;POURING;;Y;;;O;;;;;G;;;Vitre;16-OTT-24;;N;G;Beautopians | Beauty&Ethics;43,74;44,39;46,24
2217;LP740;M;LIPBALM;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);GLOSSY / SHINY;PARADISO;Mix of Polyglycerides (10% funct.) - Vegetable Squalane (10% funct.) - Shea Butter;;MINERAL OIL | OGM | PARABENS | PEG | PERFUMES | PHTHALATES | PRESERVATIVES | SLS | TALC;;O;Hong Kong Event 2024 | MakeUp in Los Angeles 2024 | MakeUp in Los Angeles 2025;ROAMING FREE;;;G;G;27-GIU-23;27-GIU-23;27-GIU-23;27-GIU-23;N;N;;;;LIQUID FILLING;Y;Y;;;G;;;;;G;;;Vitre;27-GIU-23;;Y;G;Beautopians | Beauty&Ethics;29,12;29,16;30,07
2249;PW556;M;FACE POWDER | FOUNDATION;GODET;COMPACT POWDER;NATURAL | SATIN/PEARLY;INTERLUDE;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | SLS | TALC;;O;Cosmoprof 2024;FLOATING ECHOES;;;G;G;20-FEB-24;20-MAG-24;20-FEB-24;20-MAG-24;N;N;;;;PRESSING;N;Y;;;G;;;;;G;;;Italy;07-GIU-24;;N;G;Beautopians | Hero Believers;35,32;35,48;36,76
2419;PW614;M;BLUSH;GODET;COMPACT POWDER;LUMI-MAT | MAT | SATIN/PEARLY;;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,01;40,27;52,03
2312;LP844;M;GLOSS;FLUID/ LIQUID;ANHYDROUS (HOT POURED IN PACK);GLOSSY / SHINY;ELLIPS;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;MakeUp in New York 2024;;;;G;G;03-GIU-24;02-OTT-24;01-OTT-24;02-GEN-25;N;N;;;;LIQUID FILLING;Y;Y;;;G;;;;;G;;;Vitre;02-GEN-25;;;G;Beauty&Ethics | Hero Believers;41,8;41,88;43,46
2379;EM894;M;FOUNDATION;;EMULSION (LIQUID TO CREAM);;YOGA;Niacinamide (2% funct.) - SoothSync (0,1% funct.) - RegenPeptide (1% funct.);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHTHALATES | SILICONES | SLS | TALC;;O;Cosmoprof 2025;;;;O;O;;;;;N;N;;;;LIQUID FILLING;Y;;;;G;;;;;;;;Italy;31-OTT-25;;;;Beautopians | Beauty&Ethics | Hero Believers;21,58;26,46;27,36
2291;PR352;M;BLUSH | BRONZER;DUO | HOT POURED;ANHYDROUS (HOT POURED IN PACK);CREAMY | MAT | SATIN/PEARLY;GEMINI;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;MakeUp in New York 2024;;;;O;O;11-LUG-24;11-OTT-24;11-LUG-24;11-OTT-24;N;N;;;;LIPSTICK POURING METAL;Y;Y;;;O;;;;;G;;;Italy;30-SET-25;;N;G;Beautopians;37,82;41,75;51,68
2314;LP855;M;LIPSTICK;HOT POURED;ANHYDROUS (HOT POURED IN MOULD);LUMI-MAT | VELVETY;Matte Fusion;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Hong Kong Event 2024 | MakeUp in New York 2024;Heist;;;G;G;04-SET-24;04-DIC-24;04-SET-24;04-DIC-24;N;N;;;;;Y;Y;;;O;;;;;;;;Italy;27-DIC-24;;;G;Beauty&Ethics | Hero Believers;28,24;0;30,13
2397;LP949+LP673;M;LIPSTICK;;ANHYDROUS (HOT POURED IN MOULD);GLOSSY / SHINY | JELLY;AUGBEAUTY LIPSTICK;;;;;O;Cosmoprof 2025;;;;G;G;;;;;;;;;;LIPSTICK POURING METAL;;;;;G;;;;;;;;;30-GIU-25;;;G;Beautopians;;;
2326;PR398;M;BLUSH;STICK;ANHYDROUS (HOT POURED IN MOULD);GLOSSY / SHINY | PLUMPING;BALLERINA;Lipo Filler Active (2% funct.);;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;Stick d.18 with new bon bon tip (new metal mould developed for new bon bon tip H271);O;MakeUp in Los Angeles 2025;;;;G;G;21-NOV-24;21-FEB-25;21-NOV-24;21-FEB-25;N;Y;;;;LIPSTICK POURING METAL;Y;;;;O;;;;;;;;Italy;28-MAR-25;;;G;Beautopians | Beauty&Ethics;20,76;21,61;24,12
2408;PW646;M;EYESHADOW;DUO | GODET;COMPACT POWDER;MAT;MATTE PERFECTIONIST;;;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Makeup in Paris 2025;;;;;;;;;;N;N;;;;;N;;;;;;;;;;;;Italy;30-SET-25;;;;Beautopians | Beauty&Ethics | Hero Believers;43,82;44,47;58
530;LP024;M;LIPSTICK;CARE | STICK;ANHYDROUS;GLOSSY / SHINY | GUMMY;Supreme jelly lips;Peach hazel oil/Apricot hazel oil/Almond oil;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SLS;Stick ø 12,7;H;Cosmoprof 2010 | Cosmoprof Asia 2018 | Cosmoprof Asia 2019 | Fall-Winter 2014-2015;Blushing Tenderness | Nude;;;G;G;24-MAG-18;24-MAG-18;29-LUG-16;31-OTT-16;N;;N;;;;N;Y;;;G;;;O;G;O;;;Italy;;;N;G;;20,57;31,86;39,81
533;G37;M;LIPSTICK;STICK;ANHYDROUS;CREAMY | LUMI-MAT | LUMINOUS / RADIANT;Perfect wear;Vitamin E;;PRESERVATIVES;Stick ø 12,7;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;;;
346;M78;M;CONCEALER;STICK;EMULSION;MAT;Pure skin;Sebum absorbing vegetal extract;10 Theor.;;Air tight Stylo;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;G;;Italy;;;N;G;;16,9;0;17,49
404;PW010;M;BLUSH | BRONZER | FACE POWDER | HIGHLIGHTER;GODET | VISUAL;COMPACT POWDER;FROST / PEARLY / SATIN | LUMINOUS / RADIANT | MAT;Sun light;Argan oil: anti aging and emollient properties;;;Compact ø 59 - ø 80;H;Cosmoprof 2020 | Cosmoprof 2021 | Cosmoprof Asia 2021 | MakeUp in Los Angeles 2020;Dream Potion | Trend - Arty-Fact;;;G;G;14-LUG-16;14-OTT-16;14-LUG-16;14-OTT-16;N;;;;;;N;N;;;G;;;O;G;G;G;;Italy;;;N;G;;6,09;7,3;15,12
430;I47;M;HIGHLIGHTER;LOOSE;LOOSE POWDER;FROST / PEARLY / SATIN | LUMINOUS / RADIANT;Shimmering;;;FRAGRANCE;Pot;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;;;
445;PW011;M;HIGHLIGHTER;LOOSE;LOOSE POWDER;FROST / PEARLY / SATIN | GLITTER-RING / DIAMOND / SPARKLING | LUMINOUS / RADIANT;Pure reflections;Dismutase supeoxide, anti aging and anti radical;;FRAGRANCE | PARABENS;Pot;H;;;;;G;G;16-APR-09;16-LUG-09;16-APR-09;16-LUG-09;N;;;;;;N;;;;G;;;O;G;O;R;;Italy;;;N;G;;8,21;0;0
2057;PW457;M;FACE POWDER;GODET;COMPACT POWDER;MAT;SKIN GUARD;;;;;O;Cosmoprof 2022;Protechtive;;;G;G;15-MAR-22;15-GIU-22;15-MAR-22;15-GIU-22;;;;;;PRESSING;;Y;;;G;;;;;G;;;Italy;;;N;G;Hero Believers;27,32;27,47;29,4
2029;PW439;M;FIXER / SETTING;LOOSE;LOOSE POWDER;MAT | TALC FREE | TRANSPARENT | UNIVERSAL / ALL SKIN TYPES;PARADOX;;;;Airtight packaging is required;O;Cosmoprof 2011 | MakeUp in Los Angeles 2022;Setting Maxxx;;;G;G;20-GEN-22;20-APR-22;20-GEN-22;20-APR-22;;;;;;LOOSE PWD FILLING;;Y;N;;G;;;;;G;;;Italy;28-FEB-23;;N;G;Beautopians | Beauty&Ethics;30,67;39,5;43,83
1918;MA514;M;EYEBROW | MASCARA;FLUID/ LIQUID | GEL & GEL LIKE;ANHYDROUS (LIQUID TO CREAM);LONG LASTING | NO TRANSFER | WATERPROOF;EYELANDS;Vitamin E;;;;O;Cosmoprof 2010 | Cosmoprof 2021 | Cosmoprof 2022 | Cosmoprof 2023;Open Conversation | Unbelivebold | Xtra Wear Reboot;;;G;G;20-GEN-21;20-APR-21;17-FEB-22;17-MAG-22;Y;;;;;LIQUID FILLING;;Y;N;;G;;;G;G;G;G;;Italy;;;N;G;Beautopians;31,27;32,76;39,21
2048;LP672;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);CREAMY | FROST / PEARLY / SATIN;VELVET BOUNCE;;;PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PRESERVATIVES | SLS | TALC;;H;Cosmoprof 2011 | Cosmoprof 2022 | MakeUp in Los Angeles 2023;Pop Heart;;;R;R;22-GIU-22;22-GIU-22;22-GIU-22;22-GIU-22;;;;;;LIPSTICK POURING METAL;;Y;;;R;;;;;R;G;;Italy;30-SET-23;;N;G;;24,82;26,62;31,29
1926;LP626;M;GLOSS;CARE | FLUID/ LIQUID | OIL;ANHYDROUS (LIQUID TO CREAM);GLOSSY / SHINY | LUMINOUS / RADIANT | TRANSPARENT;RITUALips;A Plant Oil-Extracted Active (functional 1%) |  Monoi de Tahiti Natural Hibiscus (functional 1%);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | TALC;flaconette;O;Cosmoprof 2021;Beauty Refuge;;;G;G;26-MAR-21;25-GIU-21;02-APR-21;02-LUG-21;;;;;;LIQUID FILLING;Y;Y;N;;G;;;O;G;G;G;;Italy;;;Y;G;Beautopians | Hero Believers;24,28;24,32;51,49
2050;LP679;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);LUMINOUS / RADIANT;LUXOSTICK;AMINOACID INGREDIENTE, VEGENTAL COATED HYALURONIC ACIDE;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PRESERVATIVES | SILICONES | SLS | TALC;;O;Cosmoprof 2022;Luxomodity;;;G;G;17-GIU-22;16-SET-22;17-GIU-22;16-SET-22;Y;;;;;;;Y;;;G;;;;;G;G;;Italy;28-NOV-22;;N;G;Essentials | Hero Believers | Mainstream Conscious | Solution Focused;28,93;29,47;35,36
2119;BK061;M;HIGHLIGHTER;GODET;BAKED;LUMINOUS / RADIANT;GLOWBAL MAGNIFIER;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;Compact;O;MakeUp in New York 2022 | Makeup in Paris 2024;New Satin;;;G;G;28-AGO-22;28-AGO-22;28-AGO-22;28-AGO-22;;;;;;;;Y;;;G;;;G;G;G;;;Italy;28-NOV-22;;N;G;Beauty&Ethics | Solution Focused;17,72;18,15;21,23
822;EM129;M;FOUNDATION;HOT POURED;EMULSION;LONG LASTING | LUMINOUS / RADIANT;Solid water;Sensiline/ Pomegranate extract/ Lecithin;15 Theor.;OIL | PARABENS;Air tight pot or compact. We suggest a frosted pot with a not very emphasized shoulder. The pouring has to be done below the shoulder to avoid the product cracking.;H;Chromaville 2012;Breakthrough Redness;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;G;;Italy;;;N;R;;12,08;12,28;25,65
830;EM163;M;FOUNDATION;FLUID/ LIQUID;EMULSION;LONG LASTING | LUMI-MAT | VELVETY;Solution;Actiwhite/ Lipolight/ Talc coated;;;Air-tight pump and frosted or coloured packaging;H;Chromaville 2012;Blemish Solution;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;;;
833;MA093;M;MASCARA;FLUID/ LIQUID;EMULSION;CREAMY | CURLING | LENGHTENING | PANORAMIC;Spectacular;Lipoligth/ Talc coated/ Panthenol;;PARABENS | T.E.A.;CHROMAVIS SUGGESTION: Bomal brush D932 and Rusi MA 7108c;H;Chromaville 2012;Blemish Solution;;;G;G;;;;;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;9,51;0;11,75
863;MA049;M;LINER;FLUID/ LIQUID;GEL;COLOURED | GLITTER-RING / DIAMOND / SPARKLING | LONG LASTING | LUMINOUS / RADIANT | NO TRANSFER;Brilliancy;Vitamin E;;D5 | FRAGRANCE | PARABENS | T.E.A.;Air tight bottle;H;;;;;R;R;;;;;Y;;;;;;N;;;;R;;;O;G;O;;;Italy;;;N;R;;13,78;18,91;48,08
875;LP087;M;GLOSS;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);CREAMY | FROST / PEARLY / SATIN | GLITTER-RING / DIAMOND / SPARKLING | GLOSSY / SHINY;LIPGRAM Hologram lipgloss;;;;Duo gloss with brush and flock by Bomal - Single brush by Rusi - Plastic tube with dropper applicator;H;Chromaville 2013 | Chromaville 2014 | Cosmoprof Asia 2018 | Fall-Winter 2013-2014 | MakeUp in New York 2018 | MakeUp in Paris 2017;Lip Color;;;G;G;24-MAG-18;24-MAG-18;07-SET-17;07-DIC-17;N;;;;;;N;;;;G;;;O;G;G;;;Italy;;;N;G;;37,36;47,72;71,03
761;PW061;M;BLUSH | BRONZER;GODET | SPECIAL SHAPE & LETTER (extruded) | VISUAL;COMPACT POWDER;LUMI-MAT | MAT | NATURAL;Radiant glow;;;PARABENS;Classic compact;H;Chromaville 2016 | Cosmoprof 2011;Face;;;G;G;22-DIC-16;22-MAR-17;22-DIC-16;22-MAR-17;N;;;;;PRESSING;;;;;G;;;O;G;G;G;;Italy;;;N;G;;6,4;7,64;25,15
794;PW103;M;FACE POWDER | FIXER / SETTING | PRIMER;LOOSE;LOOSE POWDER;BLURRING | FIXING | MAT | TRANSPARENT;Pure Matt;Evertmat / Tetrapeptide/ Actiwhite;;;Pot;H;CHINA BEAUTY EXPO 2019 | Fall-Winter 2012-2013;A journey to the inside;;;G;G;29-LUG-11;31-OTT-11;29-LUG-11;31-OTT-11;N;;;;;;N;;;;G;;;O;G;G;G;;Italy;;;N;G;;31,13;39,27;54,23
795;EM079;M;LINER;HOT POURED;ANHYDROUS;COLOURED | CREAMY | LONG LASTING | MAT | NO TRANSFER;Magnetic eyes;Vitamin E;;;Pan - Chromavis suggests the use of a specific eye applicator by CRM - It can be proposed also as an hot poured eyeshadow;H;CHINA BEAUTY EXPO 2019 | Fall-Winter 2012-2013;A journey to the inside;;;G;G;20-NOV-20;20-NOV-20;20-NOV-20;20-NOV-20;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;10,91;12,32;28,34
692;MA066;M;MASCARA;FLUID/ LIQUID;EMULSION;3 IN 1 (mascara) | CURLING | FIXING | LENGHTENING | PANORAMIC | VOLUME;Prodigious lash;;;PARABENS | T.E.A.;Chromavis new patented brush Toly Dev.874;H;Fall-Winter 2011-2012;British Mania;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;10,5;0;0
552;P29;M;GLOSS;FLUID/ LIQUID;ANHYDROUS;GLOSSY / SHINY;Exceptional;Vitamin E;;GLUTEN | LACTOSE | OGM | PRESERVATIVES;Flock applicator;H;Fall-Winter 2012-2013;Cruise 2012-13;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;8,4;8,53;12,13
564;Q18;M;GLOSS;FLUID/ LIQUID;;CREAMY | LUMINOUS / RADIANT;Delicate;Vitamin E/ Txt -004P/STD09 and -005P/STD09 contain also Argan oil;;PRESERVATIVES;Flock applicator;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;14,52;0;18,85
566;Q77;M;GLOSS;FLUID/ LIQUID;ANHYDROUS;LUMINOUS / RADIANT | TRANSPARENT;Mirror;Vitamin E;;PRESERVATIVES;Flock applicator or roll-on;H;;;;;G;G;04-NOV-19;04-NOV-19;04-NOV-19;04-NOV-19;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;6,07;6,15;12,38
567;L73;M;GLOSS;HOT POURED;ANHYDROUS;CREAMY | FROST / PEARLY / SATIN;Sparkling lips;Vitamin E/ Gamma Orizanolo/ Olio di marula;;;Classical pan;H;;;;;G;G;;;;;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;38,21;42,56;50,75
589;N81;M;BLUSH | HIGHLIGHTER;HOT POURED;ANHYDROUS;GLITTER-RING / DIAMOND / SPARKLING | LUMINOUS / RADIANT;Light reflections;Vitamin E;;PRESERVATIVES;Pan / compact;H;Cosmoprof 2011;Face;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;G;;Italy;;;N;G;;28,37;29,45;40,94
592;F42;M;HIGHLIGHTER;GEL & GEL LIKE;EMULSION;FROST / PEARLY / SATIN;Affinity gel;Haloxyl;;;Air tight tube or pot;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;3,55;5,88;12,62
953;EM185;M;FOUNDATION;FLUID/ LIQUID;EMULSION;LUMINOUS / RADIANT;Nude naÃ¯f foundation;- Lumiskin (in a functional percentage 4%), Xilogel;;D5 | OIL | PARABENS;Vetronaviglio Etolile 30 ml - Opaque pack;H;Cosmoprof 2007 | Fall-Winter 2014-2015 | Fall-Winter 2014-2015;Nude | Nude Naif;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;R;;Italy;;;N;R;;29,32;0;0
